"venue_name","venue_city","venue_state","venue_capacity","total_events","prime_night_events","off_night_events","prime_night_share","off_night_share"
"Starr Hill","Charlottesville","Virginia",0,37,8,29,21.62,78.38
"The Hotel Cafe","Los Angeles","California",165,88,19,69,21.59,78.41
"Shrine Nightclub","Mashantucket","CT",NULL,56,12,44,21.43,78.57
"Clay's Resort Jellystone Park","North Lawrence","Ohio",0,28,6,22,21.43,78.57
"The Shitty Barn","Spring Green","WI",NULL,56,12,44,21.43,78.57
"The Kraken","Chapel Hill","NC",NULL,42,9,33,21.43,78.57
"Soul Bar","Augusta","GA",NULL,28,6,22,21.43,78.57
"KCRW Studios","Santa Monica","California",0,131,28,103,21.37,78.63
"Oak Ridge Estate","Arrington","Virginia",0,47,10,37,21.28,78.72
"Hare & Hounds - Venue 2","Birmingham",NULL,NULL,47,10,37,21.28,78.72
"Eulogy","Asheville","North Carolina",0,33,7,26,21.21,78.79
"Avalon","New York","New York",0,33,7,26,21.21,78.79
"Blossom Music Center","Cleveland","Ohio",0,33,7,26,21.21,78.79
"Eight Nagoya","Nagoya",NULL,NULL,57,12,45,21.05,78.95
"Leach Amphitheater","Oshkosh","Wisconsin",0,72,15,57,20.83,79.17
"Venetian Hotel & Casino","Las Vegas","Nevada",0,24,5,19,20.83,79.17
"Fear Farm","Phoenix","Arizona",0,120,25,95,20.83,79.17
"Le Bijou","Toulouse",NULL,NULL,53,11,42,20.75,79.25
"The Co-op","Albuquerque","New Mexico",0,29,6,23,20.69,79.31
"The Gatsby","Austin","Texas",0,29,6,23,20.69,79.31
"Toyata Pavillion at Montage Mountain","Scranton","Pennsylvania",18000,29,6,23,20.69,79.31
"Interlochen Center For The Arts","Interlochen","Michigan",3917,29,6,23,20.69,79.31
"GroundZero","Spartanburg","South Carolina",0,29,6,23,20.69,79.31
"Oporto","Leeds",NULL,200,203,42,161,20.69,79.31
"The Mann","Philadelphia","Pennsylvania",0,29,6,23,20.69,79.31
"The Kitchen Garden Cafe","Birmingham",NULL,NULL,121,25,96,20.66,79.34
"Komedia Brighton","Brighton",NULL,400,156,32,124,20.51,79.49
"Indian Lookout Country Club","Mariaville Lake","New York",0,39,8,31,20.51,79.49
"Manchester Farm","Manchester","Tennessee",0,230,47,183,20.43,79.57
"Tonight Show With Conan O'Brien","Los Angeles","California",0,59,12,47,20.34,79.66
"Tin Roof - Nashville","Nashville","TN",NULL,64,13,51,20.31,79.69
"Mama Roux's, Rainbow Venues","Birmingham",NULL,NULL,74,15,59,20.27,79.73
"20th Century Theatre","Cincinnati","Ohio",0,89,18,71,20.22,79.78
"Hansa 39","Munich",NULL,NULL,30,6,24,20.00,80.00
"Tower Theatre","Bend","Oregon",468,20,4,16,20.00,80.00
"The Rockwell","Somerville","MA",NULL,20,4,16,20.00,80.00
"Dim Mak Studios","Los Angeles","California",0,40,8,32,20.00,80.00
"Samsung 837","New York","New York",0,30,6,24,20.00,80.00
"Carnival Cruise Line - Carnival Ecstasy","Miami","Florida",0,35,7,28,20.00,80.00
"Comfort Dental Amphitheater","Denver","Colorado",0,20,4,16,20.00,80.00
"Spirit of Suwanee Music Park","Live Oak","Florida",0,20,4,16,20.00,80.00
"Amoeba Music","Hollywood","CA",NULL,25,5,20,20.00,80.00
"Oasis Bar & Grill","Charleston","South Carolina",0,30,6,24,20.00,80.00
"Mondavi Center, UC Davis (UCD)","Davis","California",0,25,5,20,20.00,80.00
"Groove","New York","NY",NULL,20,4,16,20.00,80.00
"Ipayone Center","San Diego","California",0,25,5,20,20.00,80.00
"Metro Cafe","Washington","District of Columbia",0,20,4,16,20.00,80.00
"Buena Vista Aquatic Recreational Area","Bakersfield","California",0,75,15,60,20.00,80.00
"Brady Theater (now Tulsa Theater)","Tulsa","Oklahoma",0,20,4,16,20.00,80.00
"Coliseum Tallahassee","Tallahassee","Florida",0,35,7,28,20.00,80.00
"The Muse","Nantucket","Massachusetts",0,20,4,16,20.00,80.00
"Little Brothers","Columbus","Ohio",0,30,6,24,20.00,80.00
"Aaron's Amphitheatre at Lakewood","Atlanta","Georgia",0,1013,200,813,19.74,80.26
"Memorial Coliseum of Corpus Christi","Corpus Christi","Texas",0,41,8,33,19.51,80.49
"WFUV Radio","New York","New York",0,36,7,29,19.44,80.56
"Obaren / Sturehof","Stockholm",NULL,NULL,31,6,25,19.35,80.65
"Nassau Community College","Garden City","New York",0,31,6,25,19.35,80.65
"Courtyard Theatre","London",NULL,200,88,17,71,19.32,80.68
"Ilses Erika","Leipzig",NULL,NULL,26,5,21,19.23,80.77
"Bourbon Street Music Club","São Paulo",NULL,NULL,26,5,21,19.23,80.77
"Universitetets Aula","Oslo",NULL,NULL,26,5,21,19.23,80.77
"WTTW Studios","Chicago","Illinois",0,21,4,17,19.05,80.95
"La Cave Du Bleu Lézard","Lausanne",NULL,NULL,21,4,17,19.05,80.95
"Seacrets","Ocean City","Maryland",0,42,8,34,19.05,80.95
"Thunderbird Lounge","Phoenix","AZ",NULL,21,4,17,19.05,80.95
"Café Central","Brussels",NULL,NULL,21,4,17,19.05,80.95
"Cafe Hofman","Utrecht",NULL,NULL,21,4,17,19.05,80.95
"Myrtle Beach Boardwalk","Myrtle Beach","South Carolina",0,21,4,17,19.05,80.95
"The WDVX Blue Plate Special","Knoxville","TN",NULL,21,4,17,19.05,80.95
"Fuse TV Studio","New York","New York",0,21,4,17,19.05,80.95
"Scala","London",NULL,1145,264,50,214,18.94,81.06
"Privilege","Ibiza",NULL,NULL,37,7,30,18.92,81.08
"Masonic Lodge at Hollywood Forever","Los Angeles","California",0,37,7,30,18.92,81.08
"Daytona International Speedway","Daytona Beach","Florida",0,2547,481,2066,18.88,81.12
"NMSU Practice Field","Las Cruces","New Mexico",30545,260,49,211,18.85,81.15
"Bonnaroo Farms","Manchester","Tennessee",0,1106,208,898,18.81,81.19
"Glencoe CampResort","Sturgis","South Dakota",0,32,6,26,18.75,81.25
"Farm Bureau Live at Virginia Beach","Virginia Beach","Virginia",0,371,69,302,18.60,81.40
"Music Center At Strathmore","North Bethesda","Maryland",0,27,5,22,18.52,81.48
"Electric Lady Studios","New York","New York",0,27,5,22,18.52,81.48
"the Rhythm Room","Phoenix","Arizona",0,49,9,40,18.37,81.63
"Kentucky Exposition Center","Louisville","Kentucky",0,869,159,710,18.30,81.70
"Remington Park","Oklahoma City","Oklahoma",0,93,17,76,18.28,81.72
"Clyde Iron","Duluth","Minnesota",0,33,6,27,18.18,81.82
"Curb Event Center","Nashville","Tennessee",0,22,4,18,18.18,81.82
"Melody Mountain Ranch","Stephenville","TX",NULL,22,4,18,18.18,81.82
"Enmax Centre","Lethbridge","AB",NULL,22,4,18,18.18,81.82
"The Box","New York","New York",0,22,4,18,18.18,81.82
"The Majestic Theatre","Madison","Wisconsin",0,22,4,18,18.18,81.82
"Popup!","Paris",NULL,NULL,22,4,18,18.18,81.82
"Clive Davis Theater at the Grammy Museum","Los Angeles","California",200,44,8,36,18.18,81.82
"Legends","Boone","North Carolina",0,39,7,32,17.95,82.05
"Cipriani Wall Street","New York","New York",0,39,7,32,17.95,82.05
"Servant Jazz Quarters","London",NULL,NULL,146,26,120,17.81,82.19
"Mayan Theater","Los Angeles","California",1400,158,28,130,17.72,82.28
"LaSalle Park","Buffalo","New York",0,108,19,89,17.59,82.41
"Filharmonia Szczecińska","Szczecin",NULL,958,40,7,33,17.50,82.50
"Beard & Sabre (The Tap House)","Bristol",NULL,NULL,23,4,19,17.39,82.61
"The Airliner","Los Angeles","California",300,23,4,19,17.39,82.61
"The Whiskey Jar","Manchester",NULL,NULL,23,4,19,17.39,82.61
"The Dip","Redding","California",0,23,4,19,17.39,82.61
"Virgin Megastore","New York","New York",0,23,4,19,17.39,82.61
"Circolo Arci Magnolia","Milan",NULL,NULL,29,5,24,17.24,82.76
"California Brew Haus","Rochester","New York",0,29,5,24,17.24,82.76
"Verizon Wireless Amphitheatre - Charlotte","Charlotte","North Carolina",0,285,49,236,17.19,82.81
"Mama Roux's","Birmingham",NULL,NULL,41,7,34,17.07,82.93
"Providence Medical Center Amphitheater","Bonner Springs","Kansas",0,723,123,600,17.01,82.99
"Innsbrook After Hours","Glen Allen","Virginia",0,59,10,49,16.95,83.05
"Scranton Hardware Bar","Scranton","Pennsylvania",0,42,7,35,16.67,83.33
"Full Moon Resort","Big Indian","New York",0,36,6,30,16.67,83.33
"Expirat Club","Bucharest",NULL,NULL,36,6,30,16.67,83.33
"iHeartRadio Theater","New York","New York",0,121,20,101,16.53,83.47
"The Pub Station","Billings","Montana",0,68,11,57,16.18,83.82
"Stone Balloon","Newark","Delaware",0,31,5,26,16.13,83.87
"Lexington Opera House","Lexington","Kentucky",1000,81,13,68,16.05,83.95
"Jimmy Kimmel Live!","Hollywood","CA",998,75,12,63,16.00,84.00
"Moscone Center","San Francisco","California",0,25,4,21,16.00,84.00
"Fluxbau","Berlin",NULL,NULL,44,7,37,15.91,84.09
"Live House Fever","Tokyo",NULL,NULL,32,5,27,15.63,84.38
"Late Night with Jimmy Fallon","New York","New York",0,96,15,81,15.63,84.38
"Necto","Ann Arbor","Michigan",0,26,4,22,15.38,84.62
"Independence Arena","Charlotte","North Carolina",0,26,4,22,15.38,84.62
"The Continental Room","Fullerton","CA",160,39,6,33,15.38,84.62
"Live Oaks Bar & Ballroom","Monroe","Louisiana",0,26,4,22,15.38,84.62
"Arsenio Hall Show","Los Angeles","California",0,52,8,44,15.38,84.62
"National Sawdust","New York","New York",0,39,6,33,15.38,84.62
"Hana-Bi","Marina di Ravenna",NULL,NULL,26,4,22,15.38,84.62
"Potawatomi Hotel & Casino","Milwaukee","Wisconsin",0,33,5,28,15.15,84.85
"The View","New York","New York",0,33,5,28,15.15,84.85
"Verizon Wireless Music Center","Indianapolis","Indiana",0,33,5,28,15.15,84.85
"Bounce Sporting Club","Chicago","IL",NULL,53,8,45,15.09,84.91
"Verizon Wireless Amphitheater","Bonner Springs","Kansas",0,239,36,203,15.06,84.94
"Brighton Komedia","Brighton",NULL,NULL,20,3,17,15.00,85.00
"UNLV Intramural Fields","Las Vegas","Nevada",0,20,3,17,15.00,85.00
"Ford Auditorium","Detroit","Michigan",0,20,3,17,15.00,85.00
"The Square Room","Knoxville","Tennessee",0,20,3,17,15.00,85.00
"MLB Fan Cave","New York","New York",0,20,3,17,15.00,85.00
"Salle Nougaro","Toulouse",NULL,NULL,40,6,34,15.00,85.00
"iHeartMedia","New York","New York",0,20,3,17,15.00,85.00
"Resident","Los Angeles","California",0,27,4,23,14.81,85.19
"Morocco Shrine Center","Jacksonville","Florida",0,27,4,23,14.81,85.19
"OstPol","Dresden",NULL,NULL,110,16,94,14.55,85.45
"Late Show With David Letterman","New York","New York",0,591,86,505,14.55,85.45
"Cricket Wireless Amphitheater","Bonner Springs","Kansas",0,283,41,242,14.49,85.51
"Great Stage Park (AKA ""The Farm"")","Manchester","Tennessee",0,90,13,77,14.44,85.56
"The Kelly Clarkson Show","New York","New York",0,188,27,161,14.36,85.64
"The Rosie O'Donnell Show","New York","New York",0,42,6,36,14.29,85.71
"Scoreboard Bar and Grill","Nashville","TN",NULL,35,5,30,14.29,85.71
"Scalateatern","Stockholm",NULL,NULL,21,3,18,14.29,85.71
"Deseret Peak Complex","Tooele","UT",0,21,3,18,14.29,85.71
"Atlanta Municipal Auditorium","Atlanta","Georgia",0,21,3,18,14.29,85.71
"The Cotati Cabaret","Cotati","California",0,21,3,18,14.29,85.71
"Wilshire Ebell Theatre","Los Angeles","California",0,28,4,24,14.29,85.71
"Brick Street Bar","Oxford","Ohio",0,50,7,43,14.00,86.00
"Desperate Annie's","Saratoga Springs","NY",NULL,51,7,44,13.73,86.27
"Waldorf Astoria New York","New York","New York",0,117,16,101,13.68,86.32
"Subside Bar","Birmingham",NULL,NULL,22,3,19,13.64,86.36
"El Rey Event Center","Blackfoot","Idaho",0,22,3,19,13.64,86.36
"Ed Sullivan Theater","New York","New York",400,110,15,95,13.64,86.36
"The Tonight Show Starring Jimmy Fallon","New York","New York",0,493,65,428,13.18,86.82
"Windows at Bally's Las Vegas","Las Vegas","NV",NULL,213,28,185,13.15,86.85
"Fisher Auditorium","Indiana","Pennsylvania",0,24,3,21,12.50,87.50
"Black Swan Inn","York",NULL,NULL,32,4,28,12.50,87.50
"The Glee Club - Nottingham","Nottingham",NULL,NULL,32,4,28,12.50,87.50
"South by Southwest (SXSW)","Austin","Texas",0,56,7,49,12.50,87.50
"GRAMMY Museum","Los Angeles","California",200,271,33,238,12.18,87.82
"Apogee Studio","Santa Monica","California",0,33,4,29,12.12,87.88
"Millvale Industrial Theater","Pittsburgh","Pennsylvania",550,25,3,22,12.00,88.00
"Ocean City Music Pier","Ocean City","NJ",NULL,50,6,44,12.00,88.00
"Howard Stern Radio Program","New York","New York",0,84,10,74,11.90,88.10
"Jacob K. Javits Convention Center","New York","New York",0,42,5,37,11.90,88.10
"Late Show With Stephen Colbert","New York","New York",0,194,23,171,11.86,88.14
"Bermondsey Social Club","London",NULL,NULL,51,6,45,11.76,88.24
"Providence Amphitheater","Bonner Springs","Kansas",0,43,5,38,11.63,88.37
"Daytona Motor Speedway","Daytona Beach","Florida",0,242,28,214,11.57,88.43
"The Broken Spoke","Austin","TX",NULL,26,3,23,11.54,88.46
"The Refectory Restaurant & Bistro","Columbus","OH",NULL,26,3,23,11.54,88.46
"Phoenix Event Complex - the Farm","Glendale","Arizona",0,61,7,54,11.48,88.52
"Ushuaïa Ibiza","Sant Josep de sa Talaia",NULL,NULL,35,4,31,11.43,88.57
"S.O.B.'s","New York","New York",0,117,13,104,11.11,88.89
"Die Boer","Durbanville",NULL,NULL,27,3,24,11.11,88.89
"Red Bull Sound Space KROQ","Los Angeles","California",0,27,3,24,11.11,88.89
"Akron Rubber Bowl","Akron","Ohio",0,45,5,40,11.11,88.89
"Cielo","New York","NY",NULL,236,26,210,11.02,88.98
"Last Call With Carson Daly","New York","New York",0,55,6,49,10.91,89.09
"Jamboree Pop-up","London",NULL,NULL,28,3,25,10.71,89.29
"Hiro Ballroom at the Maritime Hotel","New York","New York",0,28,3,25,10.71,89.29
"Klipsch Music Center","Indianapolis","Indiana",0,66,7,59,10.61,89.39
"Met Park","Jacksonville","Florida",0,58,6,52,10.34,89.66
"Flask Lounge","Portland","ME",NULL,29,3,26,10.34,89.66
"Music City Center","Nashville","Tennessee",0,68,7,61,10.29,89.71
"Brockton Fairgrounds","Brockton","Massachusetts",0,78,8,70,10.26,89.74
"69th Regiment Armory","New York","New York",0,20,2,18,10.00,90.00
"Toast Hawaii","Berlin",NULL,NULL,20,2,18,10.00,90.00
"Whiskey Jam","Nashville","TN",NULL,30,3,27,10.00,90.00
"Club Quattro (クラブクアトロ)","Nagoya",NULL,700,20,2,18,10.00,90.00
"Cul De Sac","Tilburg",NULL,NULL,20,2,18,10.00,90.00
"Lewis Ginter Botanical Garden","Richmond","Virginia",0,20,2,18,10.00,90.00
"Bumann & Sohn","Cologne",NULL,NULL,91,9,82,9.89,90.11
"Double JJ Ranch & Golf Resort","Rothbury","Michigan",400,540,53,487,9.81,90.19
"O-baren","Stockholm",NULL,NULL,41,4,37,9.76,90.24
"Brittany's","Woodbridge","VA",NULL,31,3,28,9.68,90.32
"Rotary Amphitheater, Woodward Park","Fresno","California",0,31,3,28,9.68,90.32
"DC10","Ibiza",NULL,NULL,52,5,47,9.62,90.38
"Hudson Yards","New York","New York",0,21,2,19,9.52,90.48
"Alltell Pavilion at Walnut Creek","Raleigh","North Carolina",0,21,2,19,9.52,90.48
"The Backyard","Sacramento","California",0,21,2,19,9.52,90.48
"Las Palmas Race Park","Mission","TX",0,21,2,19,9.52,90.48
"Balloon Fiesta Park","Albuquerque","New Mexico",0,242,23,219,9.50,90.50
"Amoeba Music","Los Angeles","California",0,169,16,153,9.47,90.53
"The Blues Kitchen - Manchester","Manchester",NULL,NULL,64,6,58,9.38,90.63
"Old Queens Head","London",NULL,NULL,22,2,20,9.09,90.91
"KROQ-FM Studios","Los Angeles","California",0,22,2,20,9.09,90.91
"The Foundry at Judson Mill","Greenville","South Carolina",0,22,2,20,9.09,90.91
"The Fisher Center At Belmont University","Nashville","Tennessee",0,22,2,20,9.09,90.91
"Bremen Teater","Copenhagen",NULL,NULL,22,2,20,9.09,90.91
"Rodeo Austin","Austin","Texas",0,22,2,20,9.09,90.91
"Green Note Basement","London",NULL,30,22,2,20,9.09,90.91
"Feinkost Lampe","Hannover",NULL,NULL,22,2,20,9.09,90.91
"Ocean City Music Pier","Ocean City","New Jersey",900,34,3,31,8.82,91.18
"Michael's Eighth Avenue","Glen Burnie","Maryland",0,23,2,21,8.70,91.30
"Dr. Martin Luther King, Jr. Memorial Park at Manhattan Square","Rochester","NY",NULL,23,2,21,8.70,91.30
"The Metro","Boston","Massachusetts",0,23,2,21,8.70,91.30
"The Love Song","Los Angeles (LA)","CA",NULL,35,3,32,8.57,91.43
"Mulberry Mountain Lodging and Events","Ozark","Arkansas",0,59,5,54,8.47,91.53
"The Glee Club - Birmingham","Birmingham",NULL,480,59,5,54,8.47,91.53
"Chicken Box","Nantucket","Massachusetts",0,60,5,55,8.33,91.67
"Amoeba Records","Los Angeles","California",0,24,2,22,8.33,91.67
"Phoenix event complex","Phoenix","Arizona",0,49,4,45,8.16,91.84
"The Concerts At Wente Vineyards","Livermore","California",2000,25,2,23,8.00,92.00
"Salle Paul Fort","Nantes",NULL,NULL,63,5,58,7.94,92.06
"The Warehouse","Tallahassee","Florida",0,51,4,47,7.84,92.16
"California State University Fullerton","Fullerton","California",0,26,2,24,7.69,92.31
"Dawghouse Saloon","Nashville","TN",NULL,26,2,24,7.69,92.31
"I.C. Light Ampitheater","Pittsburgh","Pennsylvania",0,26,2,24,7.69,92.31
"Jimmy Kimmel Live!","Los Angeles","California",0,1071,82,989,7.66,92.34
"The Bedford","London",NULL,NULL,94,7,87,7.45,92.55
"Bardot","Hollywood","CA",NULL,81,6,75,7.41,92.59
"Farm Bureau Live","Virginia Beach","Virginia",0,249,18,231,7.23,92.77
"Downtown Rockford","Rockford","Illinois",0,28,2,26,7.14,92.86
"Saxony Hospital","Fishers","IN",NULL,28,2,26,7.14,92.86
"Pioneer Park","Salt Lake City","Utah",15411,72,5,67,6.94,93.06
"Franky Bradley's","Philadelphia","PA",NULL,58,4,54,6.90,93.10
"Subside","Birmingham",NULL,NULL,29,2,27,6.90,93.10
"The Ned","London",NULL,NULL,30,2,28,6.67,93.33
"City Winery - New York","New York","NY",NULL,31,2,29,6.45,93.55
"Lakewood Ampitheatre","Atlanta","Georgia",0,49,3,46,6.12,93.88
"TK SHIBUYA (ex:T2 SHIBUYA)","Shibuya",NULL,NULL,33,2,31,6.06,93.94
"Rams Head Tavern","Annapolis","MD",NULL,51,3,48,5.88,94.12
"Supper Club","New York","New York",0,34,2,32,5.88,94.12
"People's Brewing Co.","Lafayette","IN",NULL,51,3,48,5.88,94.12
"The Red Lion","New York","NY",300,89,5,84,5.62,94.38
"UNLV Intramural Field","Las Vegas","Nevada",0,57,3,54,5.26,94.74
"The Greys","Brighton",NULL,70,39,2,37,5.13,94.87
"Landmark Saloon","Portland","OR",NULL,20,1,19,5.00,95.00
"Rock Fest","Cadott","Wisconsin",0,20,1,19,5.00,95.00
"Kamikaze's","Ogden","Utah",0,20,1,19,5.00,95.00
"Club Rio","Phoenix","Arizona",0,20,1,19,5.00,95.00
"Sidecar Barley & Wine Bar (Chisholm Creek)","Oklahoma City","OK",NULL,20,1,19,5.00,95.00
"Mcnamara's Irish Pub","Nashville","TN",NULL,21,1,20,4.76,95.24
"Savannah Stopover","Savannah","Georgia",0,21,1,20,4.76,95.24
"The Signal - Concert Hall","Chattanooga","Tennessee",0,21,1,20,4.76,95.24
"Soo Pass Ranch & Amphitheater","Detroit Lakes","Minnesota",0,21,1,20,4.76,95.24
"The Late Late Show with James Corden","Los Angeles","California",0,192,9,183,4.69,95.31
"Lafayette Square","Buffalo","New York",0,43,2,41,4.65,95.35
"Die Scherbe","Graz",NULL,NULL,22,1,21,4.55,95.45
"Live! with Kelly and Michael","New York","New York",0,22,1,21,4.55,95.45
"The Garden","Tisno",NULL,NULL,22,1,21,4.55,95.45
"Bloodworks Live Studio","Portland","Oregon",0,22,1,21,4.55,95.45
"CMA Theater at the Country Music Hall of Fame and Museum","Nashville","Tennessee",0,23,1,22,4.35,95.65
"R. House","Baltimore","MD",350,23,1,22,4.35,95.65
"Orange County Great Park","Irvine","California",0,70,3,67,4.29,95.71
"Mulberry Mountain Lodging and Events","Ozark","AR",0,47,2,45,4.26,95.74
"Fisherman's Catch","Wells","ME",NULL,24,1,23,4.17,95.83
"Lush Rooftop","San Antonio","TX",400,24,1,23,4.17,95.83
"CSUS University Union","Sacramento","California",0,24,1,23,4.17,95.83
"Elk's Plaza","Gatlinburg","TN",NULL,25,1,24,4.00,96.00
"Charles Town Racetrack","Charleston","West Virginia",0,26,1,25,3.85,96.15
"La Cave","Costa Mesa","CA",NULL,52,2,50,3.85,96.15
"Teatro Nuevo Apolo","Madrid",NULL,NULL,28,1,27,3.57,96.43
"The Camden Chapel","London",NULL,NULL,28,1,27,3.57,96.43
"Bardot","Los Angeles","California",0,116,4,112,3.45,96.55
"Lichtburg Essen","Essen",NULL,NULL,30,1,29,3.33,96.67
"Nashville Fairgrounds","Nashville","Tennessee",0,64,2,62,3.13,96.88
"Jenks Club","Point Pleasant Beach","NJ",NULL,33,1,32,3.03,96.97
"LiqrBox","Chicago","IL",NULL,34,1,33,2.94,97.06
"Meneer Frits, Muziekgebouw Frits Philips Eindhoven","Eindhoven",NULL,NULL,36,1,35,2.78,97.22
"Airport","San Antonio","TX",NULL,38,1,37,2.63,97.37
"Tennessee State Fairgrounds","Nashville","Tennessee",0,593,14,579,2.36,97.64
"Julia Davis Park","Boise","Idaho",0,44,1,43,2.27,97.73
"Belle Reve","New York","NY",NULL,46,1,45,2.17,97.83
"The Buff Club","Glasgow",NULL,NULL,46,1,45,2.17,97.83
"The Masked Singer","Los Angeles","California",0,54,1,53,1.85,98.15
"Late Night with Seth Meyers","New York","New York",0,109,2,107,1.83,98.17
"Ford Center at the Star","Frisco","Texas",12000,68,1,67,1.47,98.53
"The Del Close Theater","Chicago","IL",NULL,77,1,76,1.30,98.70
"Conan","Burbank","California",0,165,1,164,0.61,99.39
"Fitchburg Airport","Fitchburg","Massachusetts",0,184,0,184,0.00,100.00
"The X Factor","Los Angeles","California",0,21,0,21,0.00,100.00
"Eagles Point","Saginaw","TX",150,28,0,28,0.00,100.00
"Kentucky Theatre","Lexington","Kentucky",0,21,0,21,0.00,100.00
"Dancing with the Stars","Los Angeles","California",0,47,0,47,0.00,100.00
"Waldorf-Astoria Hotel - New York City","New York","New York",0,21,0,21,0.00,100.00
